;route_id;service_id;monday;tuesday;wednesday;thursday;friday;saturday;sunday;start_date;end_date;count
236;141077;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;2976
237;141078;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;1914
238;141078;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;1584
239;141078;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;1980
240;141078;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;1584
241;141079;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;4080
242;141079;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;2520
243;141079;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;3800
244;141079;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;2520
245;141081;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;5435
246;141081;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;3494
247;141081;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;5472
248;141081;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;3494
249;141082;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;3090
250;141082;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;2700
251;141082;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;3090
252;141082;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;2700
253;141083;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;2280
254;141083;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;1176
255;141083;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;1776
256;141083;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;1176
257;141084;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;4060
258;141084;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;2175
259;141084;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;4002
260;141084;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;2175
261;141085;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;2730
262;141085;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;1917
263;141085;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;2727
264;141085;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;1917
265;141086;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;4960
266;141086;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;3100
267;141086;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;4960
268;141086;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;3100
269;141087;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;1272
270;141087;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;1152
271;141087;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20200501.0;20200930.0;1152
272;141087;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20200501.0;20200930.0;1152
273;141088;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;20201001.0;20210430.0;4111
274;141088;2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20201001.0;20210430.0;3242
