number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
5788,Автобус,Остановка,ТОРГОВЫЙ ЦЕНТР,ТОРГОВЫЙ ЦЕНТР,Ветеранов пр.,"68,88,130,145,145А,160","59.837781,30.232154"
5789,Автобус,Остановка,ТОРГОВЫЙ ЦЕНТР,ТОРГОВЫЙ ЦЕНТР,"Космонавтов пр., Титова ул.",63,"59.860324,30.348895"
5790,Автобус,Остановка,ТОРГОВЫЙ ЦЕНТР,ТОРГОВЫЙ ЦЕНТР,Космонавтов пр.,63,"59.860857,30.348983"
5791,Автобус,Остановка,"ТОРГОВЫЙ ЦЕНТР ""МЕТРО"" [13, 13А, 39, 90, 187]","ТОРГОВЫЙ ЦЕНТР ""МЕТРО""",Пулковское ш.,"13,13А,39,90,150,155,187,301","59.824281,30.322378"
5792,Автобус,Остановка,"ТОРГОВЫЙ ЦЕНТР ""МЕТРО"" [13, 13А, 39, 90, 187]<","ТОРГОВЫЙ ЦЕНТР ""МЕТРО""",Пулковское ш.,"13,13А,39,90,150,155,187,301","59.823782,30.323343"
5793,Автобус,Остановка,ТОРГОВЫЙ ЦЕНТР [116],ТОРГОВЫЙ ЦЕНТР,"Орджоникидзе ул., Витебский пр.",63.116,"59.843652,30.363206"
5794,Автобус,Остановка,"ТОРГОВЫЙ ЦЕНТР [123, 136]",ТОРГОВЫЙ ЦЕНТР,"Энергетиков пр., Большая Пороховская ул.","82,123,131,136,185","59.954737,30.437086"
5795,Автобус,Остановка,"ТОРГОВЫЙ ЦЕНТР [123, 136]<",ТОРГОВЫЙ ЦЕНТР,"Энергетиков пр., Большая Пороховская ул.","82,123,131,136,185","59.955119,30.437585"
5796,Автобус,Остановка,ТОРФЯНАЯ УЛ. [398],ТОРФЯНАЯ УЛ.,"1-го Мая ул., Торфяная ул.",397.398,"60.078473,30.245696"
5797,Автобус,Остановка,ТОРФЯНАЯ УЛ. [398]<,ТОРФЯНАЯ УЛ.,"1-го Мая ул., Торфяная ул.",397.398,"60.078472,30.246639"
5798,Автобус,Остановка,ТОСИНА УЛ.,ТОСИНА УЛ.,"Лиговский пр., Тосина ул.","3,26,64","59.903575,30.341063"
5799,Автобус,Остановка,ТОСИНА УЛ.,ТОСИНА УЛ.,"Лиговский пр., Тосина ул.",3.26,"59.904945,30.343112"
5800,Автобус,Остановка,"ТРАМВАЙНЫЙ ПР. [20, 200, 210, 145, 482, 482а, 482в, 484, 484б, 229]<",ТРАМВАЙНЫЙ ПР.,"Стачек пр., Трамвайный пр.","2А,18,20,26,73,83,108,145,145А,200,201,210,229,300,481,482,482В,484,487","59.859214,30.254647"
5801,Автобус,Остановка,"ТРАМВАЙНЫЙ ПРОСПЕКТ [20, 200, 210, 145, 482, 482а, 482в, 484, 484б, 229]",ТРАМВАЙНЫЙ ПРОСПЕКТ,"Стачек пр., Трамвайный пр.","20,83,108,200,210,481,482,482В,484,487","59.858663,30.252925"
5802,Автобус,Остановка,ТРАМПАРК №1,ТРАМПАРК №1,"Московский пр., ул. Митрофаньевская малая",50,"59.897626,30.319465"
5803,Автобус,Остановка,ТРАМПАРК №1,ТРАМПАРК №1,"Московский пр., ул. Митрофаньевская малая",50,"59.897987,30.318580"
5804,Автобус,Остановка,"ТРК ""МЕГА-ПАРНАС""","ТРК ""МЕГА-ПАРНАС""",,104.148,"60.091045,30.378163"
5805,Автобус,Остановка,ТРОИЦКАЯ ГОРА,ТРОИЦКАЯ ГОРА,"Гостилицкое шоссе, Троицкая улица",352,"59.870140,29.844530"
5806,Автобус,Остановка,ТРОИЦКАЯ ГОРА,ТРОИЦКАЯ ГОРА,"Гостилицкое шоссе, Троицкая улица",352,"59.869780,29.844950"
